DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
S22068A,"Oth fracture of T7-T8 thoracic vertebra, init for clos fx",S22068,ICD10,INJURIES TO THE THORAX (S20-S29),
Z4800,Encounter for change or removal of nonsurg wound dressing,Z480,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
I361,Nonrheumatic tricuspid (valve) insufficiency,I36,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
F430,Acute stress reaction,F43,ICD10,"ANXIETY, DISSOCIATIVE, STRESS-RELATED, SOMATOFORM AND OTHER NONPSYCHOTIC MENTAL DISORDERS (F40-F48)",
N1830,"Chronic kidney disease, stage 3 unspecified",N183,ICD10,ACUTE KIDNEY FAILURE AND CHRONIC KIDNEY DISEASE (N17-N19),
R7982,Elevated C-reactive protein (CRP),R798,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R700,Elevated erythrocyte sedimentation rate,R70,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
K039,"Disease of hard tissues of teeth, unspecified",K03,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
D181,"Lymphangioma, any site",D18,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
K5720,Dvtrcli of lg int w perforation and abscess w/o bleeding,K572,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
G4459,Other complicated headache syndrome,G445,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
I051,Rheumatic mitral insufficiency,I05,ICD10,CHRONIC RHEUMATIC HEART DISEASES (I05-I09),
R010,Benign and innocent cardiac murmurs,R01,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
R7981,Abnormal blood-gas level,R798,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
I791,Aortitis in diseases classified elsewhere,I79,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
K7031,Alcoholic cirrhosis of liver with ascites,K703,ICD10,DISEASES OF LIVER (K70-K77),
I723,Aneurysm of iliac artery,I72,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
S31109S,"Unsp opn wnd abd wall, unsp q w/o penet perit cav, sequela",S31109,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
W260XXA,"Contact with knife, initial encounter",W260,ICD10,EXPOSURE TO INANIMATE MECHANICAL FORCES (W20-W49),
J988,Other specified respiratory disorders,J98,ICD10,OTHER DISEASES OF THE RESPIRATORY SYSTEM (J96-J99),
M00011,"Staphylococcal arthritis, right shoulder",M0001,ICD10,INFECTIOUS ARTHROPATHIES (M00-M02),
I25812,Athscl bypass of cor art of transplanted heart w/o ang pctrs,I2581,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
G039,"Meningitis, unspecified",G03,ICD10,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM (G00-G09),
Z91012,Allergy to eggs,Z9101,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
K8500,Idiopathic acute pancreatitis without necrosis or infection,K850,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
K274,"Chronic or unsp peptic ulcer, site unsp, with hemorrhage",K27,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
Z4823,Encounter for aftercare following liver transplant,Z482,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
N211,Calculus in urethra,N21,ICD10,UROLITHIASIS (N20-N23),
T79A21A,"Traumatic compartment syndrome of r low extrem, init",T79A21,ICD10,CERTAIN EARLY COMPLICATIONS OF TRAUMA (T79),
Z969,"Presence of functional implant, unspecified",Z96,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
S22089A,"Unsp fracture of T11-T12 vertebra, init for clos fx",S22089,ICD10,INJURIES TO THE THORAX (S20-S29),
E512,Wernicke's encephalopathy,E51,ICD10,OTHER NUTRITIONAL DEFICIENCIES (E50-E64),
Z89512,Acquired absence of left leg below knee,Z8951,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z87892,Personal history of anaphylaxis,Z8789,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
S72492D,"Oth fx lower end of l femur, subs for clos fx w routn heal",S72492,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
S1093XA,"Contusion of unspecified part of neck, initial encounter",S1093,ICD10,INJURIES TO THE NECK (S10-S19),
D291,Benign neoplasm of prostate,D29,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
S41101D,"Unspecified open wound of right upper arm, subs encntr",S41101,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
M65341,"Trigger finger, right ring finger",M6534,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
M2060,"Acquired deformities of toe(s), unsp, unspecified foot",M206,ICD10,OTHER JOINT DISORDERS (M20-M25),
S52031A,"Disp fx of olecran pro w intartic extn right ulna, init",S52031,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
R1311,"Dysphagia, oral phase",R131,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
K2960,Other gastritis without bleeding,K296,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
N760,Acute vaginitis,N76,ICD10,INFLAMMATORY DISEASES OF FEMALE PELVIC ORGANS (N70-N77),
D839,"Common variable immunodeficiency, unspecified",D83,ICD10,CERTAIN DISORDERS INVOLVING THE IMMUNE MECHANISM (D80-D89),
E1321,Other specified diabetes mellitus with diabetic nephropathy,E132,ICD10,DIABETES MELLITUS (E08-E13),
J942,Hemothorax,J94,ICD10,OTHER DISEASES OF THE PLEURA (J90-J94),
M6259,"Muscle wasting and atrophy, NEC, multiple sites",M625,ICD10,DISORDERS OF MUSCLES (M60-M63),
L989,"Disorder of the skin and subcutaneous tissue, unspecified",L98,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
Z135,Encounter for screening for eye and ear disorders,Z13,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
E2681,Bartter's syndrome,E268,ICD10,DISORDERS OF OTHER ENDOCRINE GLANDS (E20-E35),
K2980,Duodenitis without bleeding,K298,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
I441,"Atrioventricular block, second degree",I44,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
M25471,"Effusion, right ankle",M2547,ICD10,OTHER JOINT DISORDERS (M20-M25),
G5783,Other specified mononeuropathies of bilateral lower limbs,G578,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
T1490XS,"Injury, unspecified, sequela",T1490,ICD10,INJURY OF UNSPECIFIED BODY REGION (T14),
G501,Atypical facial pain,G50,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
I150,Renovascular hypertension,I15,ICD10,HYPERTENSIVE DISEASES (I10-I15),
B079,"Viral wart, unspecified",B07,ICD10,VIRAL INFECTIONS CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS (B00-B09),
G43A0,"Cyclical vomiting, in migraine, not intractable",G43A,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
F331,"Major depressive disorder, recurrent, moderate",F33,ICD10,MOOD [AFFECTIVE] DISORDERS (F30-F39),
M797,Fibromyalgia,M79,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
M659,"Synovitis and tenosynovitis, unspecified",M65,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
R079,"Chest pain, unspecified",R07,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
Z888,Allergy status to other drug/meds/biol subst,Z88,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
C562,Malignant neoplasm of left ovary,C56,ICD10,MALIGNANT NEOPLASMS OF FEMALE GENITAL ORGANS (C51-C58),
A681,Tick-borne relapsing fever,A68,ICD10,OTHER SPIROCHETAL DISEASES (A65-A69),
Z87442,Personal history of urinary calculi,Z8744,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
J181,"Lobar pneumonia, unspecified organism",J18,ICD10,INFLUENZA AND PNEUMONIA (J09-J18),
I676,Nonpyogenic thrombosis of intracranial venous system,I67,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
I889,"Nonspecific lymphadenitis, unspecified",I88,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
D4959,Neoplasm of unspecified behavior of other GU organ,D495,ICD10,NEOPLASMS OF UNSPECIFIED BEHAVIOR (D49),
I426,Alcoholic cardiomyopathy,I42,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
E83110,Hereditary hemochromatosis,E8311,ICD10,METABOLIC DISORDERS (E70-E88),
S73101A,"Unspecified sprain of right hip, initial encounter",S73101,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
I6990,Unspecified sequelae of unspecified cerebrovascular disease,I699,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
R10813,Right lower quadrant abdominal tenderness,R1081,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
I119,Hypertensive heart disease without heart failure,I11,ICD10,HYPERTENSIVE DISEASES (I10-I15),
N3001,Acute cystitis with hematuria,N300,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
Z1211,Encounter for screening for malignant neoplasm of colon,Z121,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
M47896,"Other spondylosis, lumbar region",M4789,ICD10,SPONDYLOPATHIES (M45-M49),
T83712A,"Erosn implnt urethral mesh to surrnd org/tiss, init",T83712,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
M461,"Sacroiliitis, not elsewhere classified",M46,ICD10,SPONDYLOPATHIES (M45-M49),
K250,Acute gastric ulcer with hemorrhage,K25,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
C50212,Malig neoplasm of upper-inner quadrant of left female breast,C5021,ICD10,MALIGNANT NEOPLASMS OF BREAST (C50),
K140,Glossitis,K14,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
G460,Middle cerebral artery syndrome,G46,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
C55,"Malignant neoplasm of uterus, part unspecified",,ICD10,MALIGNANT NEOPLASMS OF FEMALE GENITAL ORGANS (C51-C58),
H1011,"Acute atopic conjunctivitis, right eye",H101,ICD10,DISORDERS OF CONJUNCTIVA (H10-H11),
H01013,"Ulcerative blepharitis right eye, unspecified eyelid",H0101,ICD10,"DISORDERS OF EYELID, LACRIMAL SYSTEM AND ORBIT (H00-H05)",
I342,Nonrheumatic mitral (valve) stenosis,I34,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
C439,"Malignant melanoma of skin, unspecified",C43,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
E8770,"Fluid overload, unspecified",E877,ICD10,METABOLIC DISORDERS (E70-E88),
L42,Pityriasis rosea,,ICD10,PAPULOSQUAMOUS DISORDERS (L40-L45),
S0990XD,"Unspecified injury of head, subsequent encounter",S0990,ICD10,INJURIES TO THE HEAD (S00-S09),
D510,Vitamin B12 defic anemia due to intrinsic factor deficiency,D51,ICD10,NUTRITIONAL ANEMIAS (D50-D53),
A6000,"Herpesviral infection of urogenital system, unspecified",A600,ICD10,INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION (A50-A64),
S2242XA,"Multiple fractures of ribs, left side, init for clos fx",S2242,ICD10,INJURIES TO THE THORAX (S20-S29),
C44229,Squamous cell carcinoma skin/ left ear and extrn auric canal,C4422,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
N503,Cyst of epididymis,N50,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
S91301A,"Unspecified open wound, right foot, initial encounter",S91301,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
F324,"Major depressv disorder, single episode, in partial remis",F32,ICD10,MOOD [AFFECTIVE] DISORDERS (F30-F39),
I82501,Chronic embolism and thombos unsp deep veins of r low extrem,I8250,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
R6521,Severe sepsis with septic shock,R652,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
D693,Immune thrombocytopenic purpura,D69,ICD10,"COAGULATION DEFECTS, PURPURA AND OTHER HEMORRHAGIC CONDITIONS (D65-D69)",
M86179,"Other acute osteomyelitis, unspecified ankle and foot",M8617,ICD10,OTHER OSTEOPATHIES (M86-M90),
J948,Other specified pleural conditions,J94,ICD10,OTHER DISEASES OF THE PLEURA (J90-J94),
D497,Neoplm of unsp behav of endo glands and oth prt nervous sys,D49,ICD10,NEOPLASMS OF UNSPECIFIED BEHAVIOR (D49),
Y09,Assault by unspecified means,,ICD10,679,
F959,"Tic disorder, unspecified",F95,ICD10,BEHAVIORAL AND EMOTIONAL DISORDERS WITH ONSET USUALLY OCCURRING IN CHILDHOOD AND ADOLESCENCE (F90-F98),
G44039,"Episodic paroxysmal hemicrania, not intractable",G4403,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
F489,"Nonpsychotic mental disorder, unspecified",F48,ICD10,"ANXIETY, DISSOCIATIVE, STRESS-RELATED, SOMATOFORM AND OTHER NONPSYCHOTIC MENTAL DISORDERS (F40-F48)",
K9289,Other specified diseases of the digestive system,K928,ICD10,OTHER DISEASES OF THE DIGESTIVE SYSTEM (K90-K95),
K810,Acute cholecystitis,K81,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
R238,Other skin changes,R23,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
G63,Polyneuropathy in diseases classified elsewhere,,ICD10,POLYNEUROPATHIES AND OTHER DISORDERS OF THE PERIPHERAL NERVOUS SYSTEM (G60-G65),
S72012D,"Unsp intracap fx left femur, subs for clos fx w routn heal",S72012,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
Z760,Encounter for issue of repeat prescription,Z76,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
M8650,"Other chronic hematogenous osteomyelitis, unspecified site",M865,ICD10,OTHER OSTEOPATHIES (M86-M90),
G6181,Chronic inflammatory demyelinating polyneuritis,G618,ICD10,POLYNEUROPATHIES AND OTHER DISORDERS OF THE PERIPHERAL NERVOUS SYSTEM (G60-G65),
K561,Intussusception,K56,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
K621,Rectal polyp,K62,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
E271,Primary adrenocortical insufficiency,E27,ICD10,DISORDERS OF OTHER ENDOCRINE GLANDS (E20-E35),
I7770,Dissection of unspecified artery,I777,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
E8581,Light chain (AL) amyloidosis,E858,ICD10,METABOLIC DISORDERS (E70-E88),
I608,Other nontraumatic subarachnoid hemorrhage,I60,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
E890,Postprocedural hypothyroidism,E89,ICD10,"POSTPROCEDURAL ENDOCRINE AND METABOLIC COMPLICATIONS AND DISORDERS, NOT ELSEWHERE CLASSIFIED (E89)",
D869,"Sarcoidosis, unspecified",D86,ICD10,CERTAIN DISORDERS INVOLVING THE IMMUNE MECHANISM (D80-D89),
F70,Mild intellectual disabilities,,ICD10,INTELLECTUAL DISABILITIES (F70-F79),
Z22322,Carrier or suspected carrier of methicillin resis staph,Z2232,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z28),
L723,Sebaceous cyst,L72,ICD10,DISORDERS OF SKIN APPENDAGES (L60-L75),
S42001S,"Fracture of unspecified part of right clavicle, sequela",S42001,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
E10621,Type 1 diabetes mellitus with foot ulcer,E1062,ICD10,DIABETES MELLITUS (E08-E13),
K439,Ventral hernia without obstruction or gangrene,K43,ICD10,HERNIA (K40-K46),
R2241,"Localized swelling, mass and lump, right lower limb",R224,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
C228,"Malignant neoplasm of liver, primary, unspecified as to type",C22,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
Z8709,Personal history of other diseases of the respiratory system,Z870,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
E8809,"Oth disorders of plasma-protein metabolism, NEC",E880,ICD10,METABOLIC DISORDERS (E70-E88),
L729,"Follicular cyst of the skin and subcutaneous tissue, unsp",L72,ICD10,DISORDERS OF SKIN APPENDAGES (L60-L75),
R188,Other ascites,R18,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
F320,"Major depressive disorder, single episode, mild",F32,ICD10,MOOD [AFFECTIVE] DISORDERS (F30-F39),
R41840,Attention and concentration deficit,R4184,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
M351,Other overlap syndromes,M35,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
N183,"Chronic kidney disease, stage 3 (moderate)",N18,ICD10,ACUTE KIDNEY FAILURE AND CHRONIC KIDNEY DISEASE (N17-N19),
M7550,Bursitis of unspecified shoulder,M755,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
Z202,Contact w and exposure to infect w a sexl mode of transmiss,Z20,ICD10,662,
G43819,"Other migraine, intractable, without status migrainosus",G4381,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
S3983XA,"Other specified injuries of pelvis, initial encounter",S3983,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
E063,Autoimmune thyroiditis,E06,ICD10,DISORDERS OF THYROID GLAND (E00-E07),
I120,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD,I12,ICD10,HYPERTENSIVE DISEASES (I10-I16),
C44501,Unspecified malignant neoplasm of skin of breast,C4450,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
T23259A,"Burn of second degree of unspecified palm, initial encounter",T23259,ICD10,"BURNS AND CORROSIONS OF EXTERNAL BODY SURFACE, SPECIFIED BY SITE (T20-T25)",
F53,"Mental and behavrl disorders assoc with the puerperium, NEC",,ICD10,BEHAVIORAL SYNDROMES ASSOCIATED WITH PHYSIOLOGICAL DISTURBANCES AND PHYSICAL FACTORS (F50-F59),
T82868A,"Thrombosis of vascular prosth dev/grft, init",T82868,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
S46812A,"Strain of musc/fasc/tend at shldr/up arm, left arm, init",S46812,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
M80862D,"Oth osteopor w crnt path fx, l low leg, 7thD",M80862,ICD10,DISORDERS OF BONE DENSITY AND STRUCTURE (M80-M85),
E0520,Thyrotxcosis w toxic multinod goiter w/o thyrotoxic crisis,E052,ICD10,DISORDERS OF THYROID GLAND (E00-E07),
L200,Besnier's prurigo,L20,ICD10,DERMATITIS AND ECZEMA (L20-L30),
T43226D,"Underdosing of selective serotonin reuptake inhibitors, subs",T43226,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
M7742,"Metatarsalgia, left foot",M774,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
G40919,"Epilepsy, unsp, intractable, without status epilepticus",G4091,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
I82819,Embolism and thrombosis of superficial vn unsp low extrm,I8281,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
S61218D,"Laceration w/o fb of finger w/o damage to nail, subs",S61218,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
F10221,Alcohol dependence with intoxication delirium,F1022,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
Z515,Encounter for palliative care,Z51,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
I5021,Acute systolic (congestive) heart failure,I502,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
L97519,Non-prs chronic ulcer oth prt right foot w unsp severity,L9751,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
E881,"Lipodystrophy, not elsewhere classified",E88,ICD10,METABOLIC DISORDERS (E70-E88),
D499,Neoplasm of unspecified behavior of unspecified site,D49,ICD10,NEOPLASMS OF UNSPECIFIED BEHAVIOR (D49),
Z9289,Personal history of other medical treatment,Z928,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z89412,Acquired absence of left great toe,Z8941,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I8500,Esophageal varices without bleeding,I850,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
T85618A,"Breakdown (mechanical) of internal prosth dev/grft, init",T85618,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
I82629,Acute embolism and thrombosis of deep vn unsp up extrem,I8262,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
J341,Cyst and mucocele of nose and nasal sinus,J34,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
S7291XA,"Unsp fracture of right femur, init for clos fx",S7291,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
N949,Unsp cond assoc w female genital organs and menstrual cycle,N94,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
Q605,"Renal hypoplasia, unspecified",Q60,ICD10,CONGENITAL MALFORMATIONS OF THE URINARY SYSTEM (Q60-Q64),
F02B18,"Dem in other dis classd elswhr, mod, with other beh disturb",F02B1,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
L940,Localized scleroderma [morphea],L94,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
Z299,"Encounter for prophylactic measures, unspecified",Z29,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z29),
H65199,"Other acute nonsuppurative otitis media, unspecified ear",H6519,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
S8012XA,"Contusion of left lower leg, initial encounter",S8012,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
S99922A,"Unspecified injury of left foot, initial encounter",S99922,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
Z880,Allergy status to penicillin,Z88,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I809,Phlebitis and thrombophlebitis of unspecified site,I80,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
